series,model,run_id,seed,fold,accuracy,precision,recall,f1,roc_auc,n_test
original,RandomForest,s48_f4,48,4,0.9326257498846331,0.9224683544303798,0.9604612850082372,0.9410815173527038,0.9568841826124387,2167
original,SVM,s42_f0,42,0,0.9229704797047971,0.9152139461172741,0.9506172839506173,0.9325797335486475,0.9432819901631841,2168
original,SVM,s42_f1,42,1,0.9090909090909091,0.89765625,0.945679012345679,0.9210420841683367,0.9280185531002525,2167
original,SVM,s42_f2,42,2,0.9238578680203046,0.9186602870813397,0.9481481481481482,0.9331713244228432,0.9460412560085764,2167
original,SVM,s42_f3,42,3,0.9178587909552377,0.8985395849346657,0.9621399176954732,0.9292527821939587,0.9339981671681019,2167
original,SVM,s42_f4,42,4,0.9266266728195662,0.9124315871774824,0.9612850082372323,0.9362214199759326,0.9513281564676536,2167
original,SVM,s43_f0,43,0,0.9215867158671587,0.9078844652615145,0.9572016460905349,0.9318910256410257,0.9416747632557356,2168
original,SVM,s43_f1,43,1,0.9243193354868482,0.9134539732494099,0.9555555555555556,0.9340305711987128,0.943521112148563,2167
original,SVM,s43_f2,43,2,0.9100138440239963,0.8905053598774885,0.9572016460905349,0.9226497421658072,0.9320806100217864,2167
original,SVM,s43_f3,43,3,0.9229349330872173,0.9139020537124802,0.9522633744855967,0.9326884320838371,0.9394300930248642,2167
original,SVM,s43_f4,43,4,0.9229349330872173,0.9218372280419017,0.942339373970346,0.9319755600814664,0.9444047324757854,2167
original,SVM,s44_f0,44,0,0.915590405904059,0.9114832535885168,0.9407407407407408,0.9258809234507898,0.9389171729733699,2168
original,SVM,s44_f1,44,1,0.9206275957544993,0.9058365758754864,0.9580246913580247,0.9312,0.9402790745928002,2167
original,SVM,s44_f2,44,2,0.9183202584217812,0.9035769828926905,0.9563786008230453,0.9292283086765294,0.9401221599751011,2167
original,SVM,s44_f3,44,3,0.925703737886479,0.9156151419558359,0.9555555555555556,0.9351590817559404,0.9473428260192966,2167
original,SVM,s44_f4,44,4,0.9220119981541302,0.9098039215686274,0.9555189456342669,0.9321012454801125,0.94136655078647,2167
original,SVM,s45_f0,45,0,0.9114391143911439,0.8992974238875878,0.9481481481481482,0.9230769230769231,0.9339072195665411,2168
original,SVM,s45_f1,45,1,0.9238578680203046,0.91015625,0.9588477366255144,0.9338677354709419,0.944268077601411,2167
original,SVM,s45_f2,45,2,0.9220119981541302,0.9131121642969984,0.951440329218107,0.9318823055219669,0.9400577514956601,2167
original,SVM,s45_f3,45,3,0.9197046608214121,0.9013107170393215,0.9621399176954732,0.9307324840764332,0.9428346647300896,2167
original,SVM,s45_f4,45,4,0.9178587909552377,0.9085173501577287,0.9489291598023064,0.9282836422240129,0.9362128784329725,2167
original,SVM,s46_f0,46,0,0.9142066420664207,0.8991466252909232,0.9539094650205762,0.9257188498402555,0.9320357199918817,2168
original,SVM,s46_f1,46,1,0.9178587909552377,0.9041309431021044,0.9547325102880658,0.9287429943955164,0.9394305252965384,2167
original,SVM,s46_f2,46,2,0.9238578680203046,0.9160063391442155,0.951440329218107,0.9333871618893823,0.9479367672995125,2167
original,SVM,s46_f3,46,3,0.9321642824180896,0.9231378763866878,0.9588477366255144,0.9406540169559952,0.9520260573365148,2167
original,SVM,s46_f4,46,4,0.9118597138901707,0.8986749805144193,0.9497528830313015,0.9235082098518221,0.933133640234342,2167
original,SVM,s47_f0,47,0,0.9211254612546126,0.9097331240188383,0.9539094650205762,0.9312977099236641,0.9403110817474815,2168
original,SVM,s47_f1,47,1,0.9160129210890632,0.9025720966484801,0.9530864197530864,0.9271417133706965,0.941633814019435,2167
original,SVM,s47_f2,47,2,0.9169358560221504,0.9020979020979021,0.9555555555555556,0.9280575539568345,0.936480703392468,2167
original,SVM,s47_f3,47,3,0.9187817258883249,0.9080911233307148,0.951440329218107,0.9292604501607717,0.9417198360825811,2167
original,SVM,s47_f4,47,4,0.9270881402861099,0.9177215189873418,0.9555189456342669,0.9362389023405973,0.9429651616070642,2167
original,SVM,s48_f0,48,0,0.9137453874538746,0.9085850556438791,0.9407407407407408,0.9243833400727861,0.9350774465733076,2168
original,SVM,s48_f1,48,1,0.9169358560221504,0.9033515198752923,0.9539094650205762,0.9279423538831065,0.9436101601134281,2167
original,SVM,s48_f2,48,2,0.925703737886479,0.914308176100629,0.9572016460905349,0.9352633695215119,0.9360972784175399,2167
original,SVM,s48_f3,48,3,0.9224734656206738,0.9112333071484682,0.9547325102880658,0.932475884244373,0.9419489400698552,2167
original,SVM,s48_f4,48,4,0.9243193354868482,0.9069767441860465,0.9637561779242174,0.9345047923322684,0.9408423239885836,2167
