series,model,accuracy,precision,recall,f1,roc_auc,roc_auc_macro,duration_sec,run_id,seed,fold,n_test
lemmatized,NeuralNet,0.8943239501615136,0.8808971384377416,0.9382207578253706,0.9086557638611886,0.9428610077255385,,,s44_f4,44.0,4.0,2167.0
lemmatized,NeuralNet,0.9022140221402214,0.9067315490673155,0.920164609053498,0.9133986928104575,0.941118149745875,,,s45_f0,45.0,0.0,2168.0
lemmatized,NeuralNet,0.9063221042916474,0.9028662420382165,0.9333333333333333,0.9178470254957507,0.9520800912957775,,,s45_f1,45.0,1.0,2167.0
lemmatized,NeuralNet,0.9003230272265805,0.8986432561851556,0.9267489711934156,0.9124797406807131,0.9463222325967424,,,s45_f2,45.0,2.0,2167.0
lemmatized,NeuralNet,0.8966312874942317,0.8941925218774861,0.9251028806584363,0.9093851132686084,0.9400897395995437,,,s45_f3,45.0,3.0,2167.0
lemmatized,NeuralNet,0.906783571758191,0.8990536277602523,0.9390444810543658,0.9186140209508461,0.9434958710116842,,,s45_f4,45.0,4.0,2167.0
lemmatized,NeuralNet,0.900830258302583,0.8846153846153846,0.9465020576131687,0.9145129224652088,0.941883331390152,,,s46_f0,46.0,0.0,2168.0
lemmatized,NeuralNet,0.8970927549607752,0.9072249589490968,0.9094650205761317,0.9083436087135224,0.9429020991112494,,,s46_f1,46.0,1.0,2167.0
lemmatized,NeuralNet,0.9003230272265805,0.9037995149555376,0.920164609053498,0.9119086460032626,0.9435522357090984,,,s46_f2,46.0,2.0,2167.0
lemmatized,NeuralNet,0.9197046608214121,0.9069585613760751,0.9547325102880658,0.9302325581395349,0.9556951793062903,,,s46_f3,46.0,3.0,2167.0
lemmatized,RandomForest,0.9321955719557196,0.9285714285714286,0.9522633744855967,0.9402681836651767,0.9626360766736188,,,s42_f0,42.0,0.0,2168.0
lemmatized,RandomForest,0.9183202584217812,0.9106012658227848,0.9473251028806584,0.9286002420330779,0.950917712764118,,,s42_f1,42.0,1.0,2167.0
lemmatized,RandomForest,0.9330872173511767,0.9349593495934959,0.9465020576131687,0.9406952965235174,0.9606580903966525,,,s42_f2,42.0,2.0,2167.0
lemmatized,RandomForest,0.9266266728195662,0.9131455399061033,0.9604938271604938,0.9362214199759326,0.9537387177093058,,,s42_f3,42.0,3.0,2167.0
lemmatized,RandomForest,0.9335486848177204,0.9328478964401294,0.9497528830313015,0.9412244897959183,0.9583285073927648,,,s42_f4,42.0,4.0,2167.0
lemmatized,RandomForest,0.9294280442804428,0.9200949367088608,0.9572016460905349,0.9382815651472368,0.9550870329347652,,,s43_f0,43.0,0.0,2168.0
lemmatized,RandomForest,0.925703737886479,0.9236334405144695,0.945679012345679,0.9345262301748678,0.9542799218452813,,,s43_f1,43.0,1.0,2167.0
lemmatized,RandomForest,0.9192431933548685,0.9146730462519936,0.9440329218106996,0.9291211016605914,0.9526714389459487,,,s43_f2,43.0,2.0,2167.0
lemmatized,RandomForest,0.9266266728195662,0.9230769230769231,0.9481481481481482,0.9354445797807551,0.9619842998927964,,,s43_f3,43.0,3.0,2167.0
lemmatized,RandomForest,0.9298569450853715,0.9324104234527687,0.943163097199341,0.9377559377559378,0.9582399117674005,,,s43_f4,43.0,4.0,2167.0
lemmatized,RandomForest,0.9211254612546126,0.9357262103505843,0.922633744855967,0.9291338582677166,0.9523398062864077,,,s44_f0,44.0,0.0,2168.0
